,cz,czname,state_id,n_ige_rank_8082,e_rank_b,s_rank,prob_p1_k5,e_rank_b_c1821,s_c1821,e_rank_b_teenbirth_fem,s_teenbirth_fem,e_rank_b_femfam,s_femfam,e_rank_b_malefam,s_malefam,e_rank_b_indv_r_m,s_indv_r_m,e_rank_b_coli4,s_coli4,e_rank_b_1112,s_1112,e_rank_b_singlepar,s_singlepar,e_rank_b_marriedpar,s_marriedpar,e_rank_b_8385,s_8385,e_rank_b_8085,s_8085,e_rank_b_w80,s_w80,e_rank_b_povertyline,s_povertyline,e_rank_b_cq,s_cq,n250,pop2000,intersects_msa,cs_race_bla,cs_race_theil_2000,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,frac_traveltime_lt15,hhinc00,gini,inc_share_1perc,gini99,frac_middleclass,taxrate,subcty_total_expenditure_pc,tax_st_diff_top20,eitc_exposure,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,num_inst_pc,tuition,gradrate_r,cs_labforce,cs_elf_ind_man,d_tradeusch_pw_1990,frac_worked1416,mig_inflow,mig_outflow,cs_born_foreign,scap_ski90pcm,rel_tot,crime_violent,cs_fam_wkidsinglemom,cs_divorced,cs_married,incgrowth0010,cons
10,800,Gastonia,NC,14684.0,35.43425,0.41629,0.0515273,36.2655,0.76062,29.73775,-0.35949,36.77525,0.41985,34.11775,0.41167,38.548,0.37916,36.349,0.40496,37.35375,0.37139,33.9755,0.32506,36.6445,0.40114,37.25375,0.38431,36.3605,0.39934,36.323,0.41064,63.64775,0.45491,34.97275,0.200535,1.0,413331,1,0.1377782,0.1336746,0.0380789,0.0344144,0.0414662,0.2883977,33582.14,0.41506,10.08,0.31426,0.54393,0.0149102,1996.33,1.0,0.0,5.2506508,16.369631,2.411811,0.0295279,0.0145162,10244.0,-0.1022317,0.6476718,0.3110813,1.466388,0.0032236,0.0169452569,0.0153315382,0.0286182,-0.65939772,0.6012372,0.0040742,0.2139188,0.0941167,0.5961478,-0.0138515,1.0
11,900,Charlotte,NC,47059.0,35.835,0.39704,0.0437302,38.30625,0.75689,27.273,-0.35632,38.06025,0.40141,33.5905,0.3929,38.145,0.37912,36.357,0.39348,38.045,0.36344,33.714,0.35928,39.1695,0.34042,37.8435,0.35742,36.878,0.37608,39.28025,0.36213,67.03525,0.36337,36.68063,0.20287,1.0,1423942,1,0.2273302,0.2233193,0.0983462,0.0784217,0.1196608,0.2407802,41423.26,0.51624,15.613,0.36011,0.47738,0.0196539,2700.772,1.0,0.0,5.673504,16.993595,-2.291062,0.0229497,0.0133432,4790.28,-0.0207331,0.6960222,0.1711353,0.8368018,0.0039015,0.0342310291,0.021167997,0.0652544,-0.48383137,0.4959942,0.0037024,0.2192885,0.0877553,0.5633191,-0.0107797,1.0
12,1001,Boone,NC,2056.0,40.01675,0.30419,0.0571973,41.33175,0.76659,18.47575,-0.27037,40.747,0.32128,39.33625,0.28721,41.481,0.27236,41.36475,0.28607,40.434,0.2842,37.43675,0.40799,41.95125,0.25549,42.80725,0.27085,41.502,0.28536,39.98575,0.30483,70.363,0.33216,39.23119,0.19988499999999998,1.0,77361,0,0.0218586,0.0764024,0.0307025,0.0276064,0.03075,0.374886,25952.73,0.48711,14.276,0.34435,0.53016,0.0223031,1348.464,1.0,0.0,5.2640922,13.936002,9.977794,0.0126772,0.0258528,1673.67,0.2355099,0.5886975,0.1098454,2.01136,0.0042635,0.0140510076,0.0165587311,0.017843,0.01234278,0.4884503,0.0017051,0.1673808,0.089769,0.5265593,0.0021936,1.0
13,1002,Morganton,NC,5190.0,37.55075,0.37279,0.0548753,40.9775,0.75306,25.96875,-0.28597,40.191,0.35464,35.068,0.38884,39.0125,0.34954,38.791,0.35888,38.806,0.33372,35.5865,0.34978,39.15025,0.33989,39.7565,0.35734,38.67075,0.36375,37.725,0.37224,67.1035,0.42266,36.56225,0.19733499999999998,1.0,164760,1,0.0473598,0.1165366,0.0123042,0.0106982,0.0106045,0.3149605,30725.51,0.3508,7.776,0.27304,0.60328,0.0143212,1825.952,1.0,0.0,4.9263511,15.707923,5.55586,0.0177869,0.0182083,887.856,-0.1552955,0.6100568,0.3548365,3.33165,0.0036082,0.0131039087,0.0149854334,0.038392,-0.23112977,0.5687727,0.0021691,0.1785387,0.09613,0.6070437,-0.0156285,1.0
14,1100,Hickory,NC,12536.0,35.5565,0.4151,0.0449885,36.1785,0.79314,28.31275,-0.37285,36.952,0.41752,34.166,0.4128,38.35725,0.39245,36.25825,0.40889,37.98325,0.37277,33.8585,0.39506,37.50725,0.37801,38.57975,0.35819,37.1085,0.3851,36.03525,0.40925,64.2165,0.44018,35.23075,0.20037,1.0,375363,1,0.0908667,0.1340848,0.0375131,0.0287709,0.0418441,0.3215007,36023.97,0.43488,11.834,0.31654,0.56804,0.0148791,1917.402,1.0,0.0,5.2049369,16.672079,3.202498,0.0260965,0.0106564,4109.34,-0.1635827,0.6880056,0.3651504,3.948592,0.0037977,0.0223596892,0.0185953331,0.0423102,-0.23540835,0.5775316,0.0022157,0.1901945,0.094703,0.6008016,-0.0144456,1.0
15,1201,Franklin,NC,1305.0,41.238,0.33776,0.0553846,44.78375,0.73775,21.86075,-0.26913,43.28175,0.32003,39.384,0.35028,39.97825,0.35501,42.257,0.33956,41.858,0.3542,39.3995,0.1883,41.452,0.34488,41.1765,0.31754,41.19375,0.32819,41.08575,0.33819,69.9735,0.39286,38.2575,0.18671500000000002,1.0,44861,0,0.0104991,0.044338,0.0106465,0.009373,0.011197,0.4157828,37260.51,0.51602,20.552,0.3105,0.56475,0.0238556,1433.778,1.0,0.0,5.1994378,15.814118,4.109753,0.0339402,,,,0.5576459,0.1578838,1.099702,0.005755,0.0124830031,0.0097412006,0.0308823,-0.23370455,0.6133167,0.0020108,0.1660463,0.1033285,0.6243335,0.0085808,1.0
16,1202,Sylva,NC,1700.0,40.59225,0.29197,0.0606061,46.764,0.64444,27.15675,-0.35373,40.5455,0.32026,40.66825,0.26337,44.3295,0.22766,42.07025,0.27705,39.946,0.28132,39.4665,0.23134,41.18325,0.28625,41.242,0.33112,40.91825,0.31089,41.827,0.286,72.21225,0.24825,37.83019,0.171325,1.0,54082,0,0.0143486,0.3260307,0.016147,0.0196048,0.0142585,0.4121068,28766.82,0.404,8.421,0.31979,0.52059,0.0154114,1581.042,1.0,0.0,5.6222155,14.64337,3.849286,0.0221565,0.0369809,971.227,0.1117748,0.6091752,0.1059949,6.567269,0.0053103,0.0097259717,0.0103731371,0.014753,-1.0006839,0.4091195,0.0020894,0.2168407,0.0990897,0.5818828,-0.0078821,1.0
17,1203,Asheville,NC,12197.0,39.013,0.31936,0.063214,44.35775,0.71007,22.6455,-0.28126,41.06025,0.31545,37.08125,0.32157,40.63325,0.30865,40.01325,0.31089,40.122,0.29164,36.61475,0.29439,41.0895,0.28126,40.57375,0.30343,39.827,0.31028,39.48175,0.31195,69.08075,0.32175,38.12787,0.19109500000000001,1.0,398505,1,0.0503331,0.1681984,0.0357234,0.0340073,0.0366499,0.3139794,37445.13,0.46143,13.046,0.33097,0.54513,0.0177694,2059.415,1.0,0.0,5.6491172,16.176243,9.045191,0.0243601,0.0225844,5560.47,0.0011793,0.6041282,0.1782939,1.827456,0.0047741,0.017309695,0.012712513,0.0380049,0.05522191,0.5771922,0.003207,0.203271,0.0992644,0.5915921,-0.0023782,1.0
18,1204,Andrews,NC,1833.0,40.83275,0.30435,0.0803324,47.82475,0.66515,22.919,-0.29764,41.78275,0.33707,39.8875,0.26854,42.182,0.22596,42.13375,0.30307,41.1715,0.27014,39.09225,0.26493,41.5335,0.29254,43.18325,0.27345,42.013,0.28784,40.83275,0.30435,69.6705,0.35802,38.51463,0.15348499999999998,1.0,59681,0,0.0093497,0.050597,0.0077435,0.0074222,0.0072737,0.3608479,33712.03,0.84733,55.821,0.28912,0.51937,0.0153418,1931.542,1.0,0.0,5.1672161,15.684757,1.551238,0.0165893,0.0335115,7563.42,-0.1101521,0.5246205,0.1538307,2.852943,0.0048527,0.0115112012,0.0043397396,0.0147022,-0.99930048,0.5491027,0.0016253,0.1656641,0.0885637,0.6476094,0.0048557,1.0
19,1301,Bennettsville,SC,3040.0,34.9235,0.4105,0.0293852,29.8725,0.80002,31.1915,-0.39282,35.4755,0.44262,34.4075,0.37918,40.287,0.35264,35.5645,0.39994,35.0015,0.37102,32.49625,0.30277,37.9485,0.35934,35.8125,0.42718,35.3465,0.41774,,,66.551,0.44304,33.28537,0.169755,1.0,71586,0,0.3995614,0.0765086,0.009886,0.0083398,0.0072418,0.3400332,25531.41,0.45517,12.783,0.32734,0.43947,0.0201649,1335.1,0.0,0.0,5.4929564,14.902903,-10.91957,0.0186959,0.0139692,1272.0,-0.111954,0.5744633,0.3596343,2.828324,0.0023744,0.0153102562,0.0180063141,0.0123572,-2.4401389,0.4898584,0.0037577,0.316179,0.0912358,0.5186066,-0.024472,1.0
20,1302,Florence,SC,21210.0,35.914,0.3938,0.0356782,38.352,0.76984,25.71475,-0.34149,37.41675,0.40703,34.381,0.38096,39.5155,0.3481,36.535,0.3904,36.39075,0.35291,33.63775,0.33887,39.15575,0.33399,37.049,0.36704,36.464,0.38004,38.06675,0.34799,66.97124,0.37517,37.26231,0.19113499999999997,1.0,548986,1,0.3407701,0.2013288,0.0467402,0.0536623,0.0426535,0.3266602,32610.36,0.55174,13.675,0.41499,0.42169,0.021352,1725.847,0.0,0.0,5.7098479,15.871224,-2.105922,-0.0175,0.0127508,3523.31,-0.0324809,0.6145274,0.1617301,1.059793,0.0038201,0.0229495834,0.0135231135,0.0232166,-1.9584137,0.4357106,0.0029345,0.294691,0.0951241,0.5294711,-0.0060924,1.0
21,1400,Fayetteville,NC,24241.0,34.775,0.37436,0.0383134,41.225,0.6816,28.52775,-0.33809,36.7295,0.37846,32.77675,0.37179,38.09725,0.35321,35.34875,0.36427,34.6845,0.31046,32.969,0.32404,37.272,0.32772,36.8095,0.34758,35.83275,0.35995,37.637,0.36448,65.09725,0.39949,37.1435,0.180215,1.0,644101,1,0.2985355,0.1732933,0.0519758,0.0525659,0.0477869,0.3216631,29959.11,0.4628,11.49,0.3479,0.49408,0.0160278,2089.798,1.0,0.0,4.8660187,16.342744,-5.483594,0.0238465,0.013973,2936.94,-0.0996636,0.6378469,0.2019115,4.161126,0.0030374,0.0304812444,0.0375096452,0.0466255,-2.2102322,0.3774455,0.0030383,0.2758113,0.0922889,0.5447665,-0.0106202,1.0
22,1500,Wilmington,NC,11650.0,35.8625,0.34638,0.0417915,45.88325,0.66861,26.4655,-0.3595,37.473,0.3502,34.272,0.34328,39.45475,0.31875,36.48425,0.34173,36.27225,0.32385,33.36225,0.30001,39.04425,0.29061,37.089,0.34412,36.491,0.34452,37.7165,0.3085,64.84775,0.36891,38.85219,0.18401,1.0,361559,1,0.2103861,0.1547628,0.0638425,0.0596992,0.069344,0.3174942,35616.59,0.52321,12.594,0.39727,0.46309,0.0222326,2143.638,1.0,0.0,5.378793,16.101843,-0.1525012,0.0204222,0.0193606,3723.04,0.1562062,0.6098379,0.1197418,0.4896808,0.004023,0.0327194179,0.0174107131,0.0282147,-1.2280171,0.4339928,0.00317,0.2534681,0.0956688,0.5561864,-0.0002677,1.0
23,1600,Wilson,NC,8483.0,35.0385,0.4313,0.0321322,43.154,0.72148,26.98425,-0.31335,37.356,0.44076,32.73575,0.42487,37.89775,0.39631,35.426,0.42676,35.59425,0.37505,32.492,0.3354,40.123,0.34544,36.18075,0.39095,35.59475,0.41087,47.406,0.22652,66.142,0.442,37.56706,0.199085,1.0,216840,1,0.4158873,0.1694319,0.0531913,0.0495037,0.0556411,0.360095,31548.58,0.51402,11.255,0.40147,0.44348,0.0168744,2899.386,1.0,0.0,5.0841433,15.843031,-6.231404,0.0352765,0.0230585,5704.58,-0.0933423,0.6194996,0.2321969,3.63344,0.0032369,0.0131986718,0.0153200517,0.035108,-1.395195,0.398123,0.0037893,0.291425,0.0871221,0.5245023,-0.0065134,1.0
24,1701,Raleigh,NC,41170.0,36.93225,0.38949,0.0499833,42.95375,0.72923,25.20225,-0.34547,39.2825,0.39122,34.48975,0.39015,39.146,0.36696,37.31275,0.38199,38.89575,0.35003,34.73125,0.36173,40.458,0.3312,38.56175,0.34139,37.78825,0.36389,41.44,0.33936,67.33775,0.35035,39.06269,0.213585,1.0,1412127,1,0.2301592,0.15935,0.0987872,0.0872595,0.1137754,0.2495372,40545.81,0.5086,17.762,0.33098,0.44848,0.0215574,3146.705,1.0,0.0,5.7296797,15.95935,-0.3586879,,0.0120386,5642.45,0.1345299,0.6944391,0.1412988,2.940955,0.003982,0.0333610221,0.0226608513,0.0851955,-0.40136127,0.3994598,0.0022364,0.2106337,0.0852488,0.5443147,-0.0088227,1.0
25,1702,Henderson,NC,2303.0,33.47,0.42436,0.0341975,40.84875,0.74283,32.48875,-0.41133,35.65425,0.40705,31.28175,0.44527,36.509,0.42864,34.0535,0.41666,33.0905,0.37494,31.61975,0.33191,36.13725,0.38489,35.2355,0.41266,34.355,0.41832,,,63.1785,0.41174,36.66481,0.198565,1.0,62926,0,0.4993167,0.0949566,0.0335116,0.0321436,0.0337902,0.3449313,29491.89,0.4963,12.68,0.3695,0.40035,0.0164034,2116.281,1.0,0.0,5.4317725,16.506786,-10.28387,0.0420721,0.0158917,770.0,-0.1561169,0.580119,0.2619767,1.073111,0.0029358,0.0148269396,0.0198169278,0.0309043,-1.6357095,0.4371643,0.0036233,0.3394238,0.0861958,0.5241402,-0.0223577,1.0
26,1800,Goldsboro,NC,7655.0,37.61975,0.39567,0.0455741,47.284,0.68776,27.015,-0.36228,38.4145,0.43534,36.81175,0.35771,42.022,0.30148,38.326,0.3864,37.29,0.35044,35.848,0.35424,39.8535,0.35126,38.705,0.38168,38.173,0.38772,44.21825,0.27089,68.574,0.37416,39.19125,0.19607,1.0,222553,1,0.3110135,0.1132062,0.025556,0.0289702,0.0211582,0.3484129,28924.63,0.45733,11.11,0.34623,0.50059,0.0163958,1843.966,1.0,0.0,4.7863838,16.293939,-4.023442,0.0152138,0.0179732,2664.69,-0.0909565,0.6173569,0.190936,1.481441,0.0035067,0.0164859606,0.0213387373,0.0650409,-1.6120602,0.394661,0.0025565,0.2502053,0.0843854,0.554769,-0.0085722,1.0
27,1900,Jacksonville,NC,18199.0,37.20775,0.38275,0.0470024,45.6525,0.6997,26.67025,-0.36119,39.316,0.38304,35.0555,0.38486,39.7405,0.35902,37.668,0.37312,37.01325,0.33413,34.8015,0.35422,40.387,0.3192,39.24675,0.33879,38.2785,0.35914,39.541,0.34992,67.7155,0.37918,39.03744,0.197045,1.0,536909,1,0.2561123,0.1355732,0.049144,0.0481593,0.0483803,0.3751614,29500.39,0.46445,11.594,0.34851,0.51684,0.0173889,2523.385,1.0,0.0,5.0227455,16.280413,0.7575594,0.023776,0.0130376,1084.97,0.0210338,0.6538132,0.1262336,0.8109217,0.0036712,0.0327336662,0.038563332,0.0340685,-1.9257765,0.3418605,0.002199,0.2434292,0.084307,0.5440954,-0.0042682,1.0
28,2000,Virginia Beach,VA,41448.0,37.92725,0.38389,0.0536003,37.75675,0.73335,26.23175,-0.35185,40.028,0.3926,35.7985,0.37638,41.0515,0.35918,37.8265,0.3771,38.0605,0.31774,36.37575,0.35039,40.05925,0.34541,39.1265,0.35194,38.5715,0.36686,41.4125,0.33378,68.70475,0.35583,37.87138,0.208825,1.0,1119468,1,0.3082009,0.1892905,0.1108495,0.1111491,0.1087498,0.2534989,34928.8,0.45112,10.785,0.34327,0.52275,0.0283187,2365.744,0.0,0.0,5.8974505,15.308998,5.390189,,0.0116127,3090.38,-0.0336436,0.6826952,0.0908886,0.4060641,0.0042706,0.0284536941,0.0292942719,0.0447346,-0.9496714,0.3457321,0.0012765,0.2608933,0.0942796,0.5268694,0.005751,1.0
29,2100,Washington,NC,4654.0,37.50625,0.37629,0.0501139,48.151,0.67704,23.535,-0.33616,39.3725,0.35554,35.67375,0.39623,40.493,0.36104,38.0245,0.37502,37.48825,0.34721,34.55925,0.27689,40.32475,0.32707,39.08225,0.35261,38.3085,0.36334,40.295,0.26956,68.17425,0.35705,38.72406,0.18383500000000003,1.0,124216,0,0.287636,0.1584182,0.0371429,0.0421475,0.0290613,0.3867532,32919.36,0.47538,11.065,0.36473,0.46068,0.0253357,2822.53,1.0,0.0,5.7228083,14.22461,-0.0670232,0.0256421,0.016101,880.0,-0.0836598,0.5943025,0.1615072,1.92984,0.0043272,0.0133638179,0.0163344497,0.0223798,-1.0656222,0.4662201,0.0022541,0.2618759,0.0847197,0.5704187,0.002561,1.0
30,2200,South Boston,VA,5459.0,37.989,0.4398,0.0490633,35.86725,0.79829,24.73175,-0.34677,40.2745,0.42886,35.64475,0.45427,40.1295,0.41474,37.995,0.43236,37.79025,0.39149,36.50975,0.42795,39.6695,0.40302,39.17575,0.45039,38.58875,0.44391,,,67.571,0.45508,36.47344,0.23010999999999998,1.0,158234,0,0.3982646,0.0266242,0.0079589,0.0072086,0.0066609,0.3182197,28197.59,0.40842,8.048,0.32794,0.50724,0.0149025,1348.775,0.0,0.0,5.3894495,,4.091639,-0.0033893,0.025279,5394.8,0.1516706,0.5362555,0.2076344,2.78591,0.0034872,0.0090814869,0.0083357559,0.0122535,-0.65022305,0.4065056,0.001384,0.2659581,0.0858312,0.5344166,-0.0112496,1.0
31,2300,Lynchburg,VA,7681.0,39.2425,0.3969,0.0670655,34.85925,0.79829,25.413,-0.33268,41.14,0.37532,37.41725,0.41721,41.4285,0.3893,39.5215,0.38522,39.67475,0.36363,36.9975,0.35678,41.62125,0.35261,40.97075,0.39167,40.1705,0.39306,41.155,0.36248,69.231,0.39328,36.86369,0.21453,1.0,228616,1,0.1807004,0.1321962,0.0497411,0.0476344,0.055896,0.3088064,34416.57,0.41909,9.827,0.32082,0.54407,0.0179932,1481.385,0.0,0.0,5.2625093,,3.33298,,0.0262449,12558.9,0.0565988,0.6256427,0.2214009,1.309123,0.0041078,0.0094744025,0.0089188858,0.0196676,-0.18454126,0.5745092,0.0009492,0.2300818,0.0889918,0.5710733,-0.0068632,1.0
32,2400,Richmond,VA,36657.0,37.87175,0.40043,0.0547567,35.5815,0.77502,24.89675,-0.33809,40.34825,0.39745,35.32375,0.40475,40.3025,0.37902,37.627,0.3946,39.6,0.3552,35.8245,0.3859,41.88575,0.33095,38.345,0.37752,38.12775,0.38827,45.6825,0.29734,67.10175,0.37139,38.21375,0.21645499999999998,1.0,1040192,1,0.3025393,0.2567327,0.119407,0.1136519,0.1245624,0.2380069,41886.04,0.46067,11.543,0.34524,0.46305,0.0247412,2427.829,0.0,0.0,5.9192279,,4.649168,,0.0134591,5093.1,-0.0178464,0.6707073,0.1171034,0.5699027,0.0047043,0.018964768,0.0131514182,0.0432749,0.24893187,0.4328288,0.0017372,0.2593909,0.0976358,0.5326548,-0.0052819,1.0
33,2500,Newport News,VA,20764.0,38.0525,0.39982,0.0512625,38.2755,0.75778,26.08175,-0.35281,39.70925,0.41277,36.39825,0.38693,41.47625,0.37433,37.9885,0.38998,38.37525,0.32901,36.448,0.3786,40.352,0.35644,39.9985,0.36758,39.10275,0.38195,43.39375,0.33475,68.35025,0.37721,38.45169,0.22155000000000002,1.0,570854,1,0.315797,0.1806059,0.0867617,0.0816164,0.0949445,0.2896524,36027.37,0.42174,9.192,0.32982,0.52066,0.0246977,1807.482,0.0,0.0,5.9655772,,3.348459,,0.0105106,3699.25,0.1313637,0.6483854,0.1470097,0.3214897,0.0043779,0.0252989381,0.0264551006,0.038416,-0.63033196,0.366775,0.0016729,0.2661621,0.09101,0.5528399,0.0080424,1.0
34,2600,Roanoke Rapids,NC,5719.0,35.58675,0.46087,0.0329739,47.94175,0.65959,27.235,-0.32796,37.1875,0.43842,33.86425,0.48733,39.6685,0.43046,35.83275,0.45219,34.48525,0.40669,33.2115,0.3471,39.059,0.4072,36.67125,0.42533,36.126,0.44252,,,66.3605,0.48314,38.05269,0.20869,1.0,139055,0,0.5668333,0.1043743,0.0111188,0.01054,0.0107992,0.3573749,27335.06,0.44151,8.827,0.35324,0.40916,0.0187567,2041.272,1.0,0.0,5.3561865,16.493476,-11.57729,0.0121427,0.0215742,6297.9,-0.1276803,0.5133925,0.2324735,0.5616556,0.0028316,0.0071122937,0.0115493869,0.0102341,-0.59563105,0.3638417,0.0049045,0.3497986,0.0843223,0.4942441,-0.0177619,1.0
35,2700,Gulfport,MS,17850.0,39.334,0.34168,0.0671263,39.86975,0.71627,28.413,-0.31164,40.7465,0.34922,37.94775,0.33599,43.18825,0.31893,40.685,0.33344,39.365,0.29036,36.78025,0.30797,42.00925,0.29065,41.1685,0.32326,40.28625,0.33117,41.3785,0.31654,69.9685,0.31266,37.22837,0.15454,1.0,458674,1,0.1821642,0.1811449,0.0355859,0.0369716,0.034055,0.2976553,31028.05,0.46469,12.053,0.34416,0.51798,0.0218591,2072.12,0.0,0.0,4.6269806,18.443887,-3.591715,0.0022829,0.0043604,955.591,-0.0326174,0.61932,0.1327423,0.4013364,0.0034711,0.0204437138,0.0185534824,0.025858,-1.6300002,0.5354173,0.0017354,0.2436816,0.1206366,0.54925,-0.0042137,1.0
36,2800,Laurel,MS,4923.0,40.06675,0.43611,0.0689462,46.2065,0.70886,28.21025,-0.38023,39.98125,0.41609,40.14525,0.45449,45.65475,0.42587,41.52775,0.42635,39.267,0.37776,35.3495,0.3257,45.21025,0.33213,42.2045,0.40598,41.09775,0.42083,43.4885,0.34966,71.44975,0.37723,39.69831,0.15651,1.0,120505,0,0.3181445,0.1379339,0.0154957,0.0158184,0.0134349,0.319578,26973.97,0.51114,13.527,0.37587,0.45074,0.0126145,1817.337,0.0,0.0,4.4288043,17.850129,-9.186356,0.001171,0.0165968,871.718,-0.0877639,0.5568337,0.2481669,2.19891,0.0025283,0.0119248164,0.0131612796,0.0130489,-0.56001584,0.6200573,0.0019252,0.2580558,0.0984317,0.54711,0.0013358,1.0
37,2900,Hattiesburg,MS,6668.0,39.39125,0.38949,0.0607457,44.884,0.72264,28.896,-0.38748,39.80175,0.40047,38.95625,0.37777,43.98475,0.34539,40.6695,0.3805,38.85025,0.33813,36.16775,0.41599,44.372,0.2792,40.55825,0.37441,39.95775,0.38163,43.55825,0.31661,71.10475,0.31387,38.85031,0.16248,1.0,157181,1,0.2976568,0.2198237,0.0618231,0.0490796,0.0724237,0.3582185,28079.07,0.50936,11.349,0.39587,0.44136,0.0147939,2011.35,0.0,0.0,4.2610384,16.788644,-7.940587,-0.0054148,0.0190863,3586.31,0.1088919,0.605079,0.1323725,1.094057,0.0029784,0.0206068163,0.0192326044,0.0133233,-0.70687008,0.6100292,0.0015905,0.2687656,0.0985023,0.5124754,0.0021562,1.0
38,3001,Kosciusko,MS,2111.0,37.34725,0.48801,0.0359066,36.229,0.75552,25.90975,-0.31717,38.11275,0.49255,36.558,0.485,42.3635,0.44122,38.262,0.483,35.3955,0.43858,34.028,0.381,43.06,0.37516,38.257,0.47596,37.77675,0.48115,,,70.9765,0.4519,34.57156,0.13867000000000002,1.0,41270,0,0.5979162,0.135331,0.0273335,0.0344136,0.0212865,0.36452,24121.31,0.53917,18.373,0.35544,0.32544,0.0162608,1747.686,0.0,0.0,4.3364673,19.802832,-13.49223,-0.0251,0.0484614,1219.97,-0.0224092,0.5068514,0.2306643,5.352758,0.0022837,0.0127453356,0.0174460867,0.004858,-0.8561524,0.4234311,0.0017688,0.3942646,0.0827307,0.4610303,-0.0146896,1.0
39,3002,Yazoo City,MS,1967.0,34.79875,0.50763,0.0247895,31.76475,0.85455,27.24975,-0.36749,35.54375,0.50031,33.9675,0.5165,39.274,0.4554,35.55125,0.50265,33.20825,0.42249,31.604,0.35436,39.74075,0.43419,35.65875,0.46827,35.22175,0.48807,,,66.5735,0.44026,33.49125,0.171235,1.0,39355,1,0.5851607,0.1382499,0.0253652,0.0210178,0.037838,0.4174393,22600.17,0.60473,17.47,0.43003,0.29639,0.0160366,1808.874,0.0,0.0,4.6642355,20.139729,-23.0493,0.0411214,,,,0.5030236,0.1986592,0.4070439,0.0025079,0.0110786431,0.0169991107,0.0308077,-0.35076334,0.4464744,0.0017787,0.4012987,0.0789261,0.4042983,-0.0221823,1.0
40,3003,Jackson,MS,23204.0,36.3725,0.41994,0.037544,42.78475,0.70015,28.9115,-0.37042,38.0945,0.42242,34.648,0.41892,39.079,0.39128,37.34975,0.41707,36.5825,0.3891,33.9305,0.34886,41.17325,0.33881,37.62,0.40448,37.001,0.41164,42.8365,0.34042,69.153,0.34816,37.62006,0.159475,1.0,546560,1,0.4445331,0.2884704,0.1001121,0.0920457,0.1104831,0.2670123,33322.4,0.60495,17.981,0.42514,0.42467,0.0163019,1604.134,0.0,0.0,4.6183054,19.186738,-15.25659,0.0049753,0.0164666,2959.44,-0.0196014,0.6292858,0.1123032,0.6436496,0.003552,0.014536373,0.0134459163,0.0140788,-0.53825894,0.5305657,0.0016503,0.3029724,0.1036639,0.4946284,-0.0047349,1.0
41,3101,McComb,MS,4816.0,39.6185,0.43822,0.0623068,35.8565,0.69062,25.828,-0.31228,39.887,0.42548,39.36925,0.44901,44.9025,0.40042,40.8385,0.4265,38.36275,0.37147,36.1595,0.35006,43.65375,0.36059,41.06725,0.42501,40.31025,0.43093,,,70.88575,0.36907,33.94331,0.140355,1.0,103602,0,0.4430706,0.0830179,0.012882,0.0095707,0.012046,0.3413475,25123.34,0.50457,11.866,0.38591,0.38559,0.012491499999999999,1568.728,0.0,0.0,4.3975878,17.767056,-16.04144,0.0105936,0.0096523,970.0,-0.0613137,0.5237243,0.183986,0.7581934,0.0021975,0.012239146,0.0113511322,0.006669,-0.6237429,0.6012818,0.0017374,0.3082144,0.0944205,0.5147493,-0.0020153,1.0
42,3102,Brookhaven,MS,2149.0,40.47925,0.42353,0.0642077,34.3035,0.58742,25.67175,-0.22621,40.154,0.42524,40.798,0.42172,45.89125,0.39069,41.653,0.42724,39.673,0.37068,36.4505,0.40054,45.57875,0.31339,42.327,0.46168,41.3635,0.44138,44.75675,0.41439,70.404,0.36264,32.48231,0.08671501,1.0,46424,0,0.3024298,0.0979419,0.0144857,0.0175644,0.0084016,0.320501,27070.6,0.56852,21.251,0.35601,0.46301,0.017662,1806.206,0.0,0.0,4.3379852,18.265685,-8.088287,0.0163602,,,,0.5515882,0.1429289,0.6032021,0.0022587,0.0157461658,0.0157030846,0.005985,-0.01731992,0.7188308,0.0011417,0.2404101,0.0880605,0.5702726,0.0122397,1.0
43,3201,Jena,LA,1189.0,48.58875,0.44039,0.1276865,31.981,0.68972,27.427,-0.21668,49.31,0.4412,47.84575,0.44155,52.454,0.36528,49.8705,0.4279,46.926,0.36248,43.3155,0.56154,53.3225,0.32074,48.48725,0.46789,48.51325,0.45305,51.249,0.33516,75.4395,0.3387,36.78044,0.16551,1.0,25202,0,0.1854615,0.1446667,0.0072198,0.0064699,0.0079935,0.3690449,24857.21,0.38948,5.903,0.33045,0.50294,0.0158061,2133.66,4.0,0.0,4.5082671,16.446947,1.447224,0.01393,,,,0.4952319,0.0819072,0.6176343,0.0025701,0.0108324736,0.0146813745,0.0046013,0.24426404,0.698397,0.0056345,0.1908976,0.0795753,0.599737,0.0062919,1.0
