CZ,CZ Name,State,Children in 1980-85 Cohorts,P(Child q1 |Par q1),P(Child q2 |Par q1),P(Child q3 |Par q1),P(Child q4 |Par q1),P(Child q5 |Par q1),P(Child q1 |Par q2),P(Child q2 |Par q2),P(Child q3 |Par q2),P(Child q4 |Par q2),P(Child q5 |Par q2),P(Child q1 |Par q3),P(Child q2 |Par q3),P(Child q3 |Par q3),P(Child q4 |Par q3),P(Child q5 |Par q3),P(Child q1 |Par q4),P(Child q2 |Par q4),P(Child q3 |Par q4),P(Child q4 |Par q4),P(Child q5 |Par q4),P(Child q1 |Par q5),P(Child q2 |Par q5),P(Child q3 |Par q5),P(Child q4 |Par q5),P(Child q5 |Par q5),P(Par q1),P(Par q2),P(Par q3),P(Par q4),P(Par q5),P(Child Q1),P(Child Q2),P(Child Q3),P(Child Q4),P(Child Q5)
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),(21),(22),(23),(24),(25),(26),(27),(28),(29),(30),(31),(32),(33),(34),(35),(36),(37),(38),(39)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100,Kalamazoo,MI,39232,0.3911439,0.2876624,0.1699021,0.0986684,0.0526231,0.266887,0.2513653,0.2158666,0.168008,0.097873,0.1855481,0.2220453,0.2237599,0.2161666,0.1524801,0.1352044,0.1784228,0.2141714,0.2453313,0.2268701,0.1109935,0.1323927,0.1714286,0.252087,0.3330982,0.1588754,0.1773552,0.2081209,0.2388611,0.2167873,0.2044504,0.2078151,0.2001682,0.2037113,0.183855
12200,Grand Rapids,MI,109434,0.3639093,0.28239,0.1711455,0.118826,0.0637292,0.2464661,0.2484451,0.2122017,0.1821215,0.1107656,0.1614024,0.2047563,0.2261676,0.2390389,0.1686348,0.1118167,0.1592799,0.2185597,0.2716203,0.2387234,0.0855019,0.1247276,0.1787805,0.2650087,0.3459813,0.1217355,0.1616134,0.2236325,0.2791637,0.2138549,0.1697279,0.1914579,0.2049546,0.2298554,0.2040042
12301,Traverse City,MI,12073,0.2958162,0.2799057,0.2074249,0.1426046,0.0742487,0.2101276,0.2671451,0.2360447,0.1698565,0.1168262,0.1600126,0.2285445,0.2404904,0.2191135,0.151839,0.1164557,0.1913201,0.2235081,0.243038,0.2256781,0.1170656,0.140999,0.1815817,0.2492196,0.3111342,0.1405616,0.2077363,0.2634805,0.2290234,0.1591982,0.1726994,0.2213203,0.2216516,0.2083989,0.1759298
12302,Petoskey,MI,6676,0.308134,0.2947368,0.1923445,0.1282297,0.076555,0.2009956,0.2893591,0.2258867,0.1798382,0.1039203,0.1688235,0.2288235,0.2376471,0.2064706,0.1582353,0.1155816,0.1865399,0.2450622,0.2348208,0.2179956,0.1149425,0.1671891,0.1985371,0.2267503,0.292581,0.1565309,0.240713,0.2546435,0.2047633,0.1433493,0.1797484,0.2362193,0.2236369,0.1965249,0.1638706
12401,Alpena,MI,6846,0.3111864,0.2949153,0.1769492,0.1383051,0.0786441,0.2423331,0.2279014,0.2050511,0.1966326,0.1280818,0.1683849,0.1872852,0.2290951,0.2296678,0.185567,0.1059803,0.1710825,0.2081756,0.2581378,0.2566238,0.1263651,0.1201248,0.1809672,0.2199688,0.3525741,0.2154543,0.2429156,0.2550395,0.1929594,0.0936313,0.2011393,0.2109261,0.2034765,0.206544,0.1779141
12402,Grayling charter,MI,8417,0.3284386,0.2721488,0.1884484,0.1360744,0.0748899,0.2291876,0.2367101,0.223671,0.2021063,0.108325,0.1765276,0.214355,0.2211445,0.2235693,0.1644035,0.1193838,0.1797176,0.2047497,0.2715019,0.224647,0.1092105,0.1434211,0.2013158,0.2447368,0.3013158,0.2427231,0.2369015,0.2449804,0.1851016,0.0902935,0.2092194,0.2208625,0.2089818,0.2080314,0.1529048
12501,Dayton,OH,94630,0.4016736,0.2817992,0.1677127,0.1,0.0488145,0.2676347,0.246118,0.210292,0.1699083,0.106047,0.182014,0.2027603,0.2182322,0.2272428,0.1697508,0.1261182,0.172388,0.2179086,0.2462433,0.2373419,0.1027101,0.1256807,0.1790073,0.2548664,0.3377355,0.1515376,0.1993977,0.2404206,0.2398077,0.1688365,0.2055796,0.2030857,0.2022931,0.2057487,0.1832928
12502,Washington Court House,OH,9297,0.4031746,0.2565079,0.1720635,0.1149206,0.0533333,0.2787125,0.2275055,0.2183614,0.1664228,0.1089978,0.1879461,0.1895321,0.2248216,0.2339413,0.1637589,0.1511891,0.1704417,0.214043,0.2412231,0.2231031,0.1028571,0.1257143,0.2142857,0.2471429,0.31,0.1694095,0.2940733,0.2712703,0.1899537,0.0752931,0.2377111,0.2036141,0.2111434,0.1962999,0.1512316
12600,Wayne,IN,8406,0.4264507,0.2523617,0.1605938,0.1066127,0.0539811,0.2869518,0.2604223,0.2003248,0.1613427,0.0909583,0.1932812,0.2029452,0.2199724,0.2208928,0.1629084,0.1596916,0.1767621,0.2015419,0.2384361,0.2235683,0.1148897,0.1516544,0.1893382,0.2242647,0.3198529,0.1763026,0.219724,0.2585058,0.2160362,0.1294314,0.2375684,0.2119914,0.1972401,0.1918868,0.1613134
12701,Cincinnati,OH,157683,0.4224271,0.2745858,0.1557578,0.0960173,0.0512119,0.2914304,0.2411826,0.2008488,0.1590528,0.1074855,0.1849962,0.1988083,0.2175096,0.2152177,0.1834683,0.1245374,0.1564269,0.2116075,0.2503265,0.2571017,0.0932443,0.1194649,0.1721305,0.2481281,0.3670322,0.1554131,0.1778315,0.2075366,0.2330752,0.2261436,0.2059829,0.1902995,0.1933119,0.20233,0.2080757
12702,Maysville,KY,4169,0.3585366,0.2861789,0.1723577,0.1300813,0.0528455,0.2800379,0.2317881,0.1759697,0.1892148,0.1229896,0.1610942,0.1965552,0.2218845,0.2299899,0.1904762,0.1526846,0.1677852,0.1862416,0.2281879,0.2651007,0.1304348,0.1438127,0.1471572,0.2240803,0.354515,0.2950348,0.253538,0.2367474,0.1429599,0.0717198,0.2461022,0.2240345,0.1851763,0.1894939,0.1551931
12800,Washington,IN,11856,0.3131014,0.2139156,0.2020725,0.1643227,0.1065877,0.2400891,0.2169265,0.2026726,0.1853007,0.1550111,0.1627469,0.1715271,0.2053935,0.2452179,0.2151145,0.1114551,0.1517028,0.1925697,0.2541796,0.2900929,0.0841934,0.1086366,0.1732754,0.2542097,0.379685,0.1139507,0.1893556,0.2689777,0.2724359,0.15528,0.1683536,0.1697875,0.1960189,0.2284919,0.2373482
12901,Lexington-Fayette,KY,35393,0.4355346,0.2548599,0.1585191,0.0973413,0.053745,0.2956888,0.2479315,0.1987226,0.150675,0.1069821,0.2173335,0.2164477,0.2065554,0.2046361,0.1550273,0.1563442,0.1789531,0.206769,0.2343108,0.2236229,0.1254538,0.1390346,0.1752051,0.2343687,0.3259379,0.1976662,0.194643,0.1913655,0.206199,0.2101263,0.2438335,0.2061707,0.1889922,0.1852909,0.1757127
12902,Mount Sterling,KY,2784,0.4126807,0.2569522,0.163515,0.1045606,0.0622914,0.2896253,0.2363112,0.2060519,0.1729107,0.0951009,0.2045455,0.1866883,0.2386364,0.224026,0.1461039,0.1345178,0.1675127,0.2055838,0.2614213,0.2309645,0.160221,0.1491713,0.160221,0.2044199,0.3259669,0.3229167,0.2492816,0.2212644,0.141523,0.0650144,0.2801724,0.2165948,0.1964799,0.1767241,0.1300287
12903,Danville,KY,6396,0.3699137,0.2324291,0.1868064,0.1381011,0.0727497,0.2594771,0.2379085,0.206536,0.196732,0.0993464,0.1881793,0.1929348,0.2180707,0.2228261,0.1779891,0.1248952,0.1601006,0.2087175,0.2472758,0.2590109,0.1088083,0.134715,0.17962,0.2642487,0.3126079,0.253596,0.239212,0.2301438,0.1865228,0.0905253,0.2323327,0.2023139,0.2021576,0.2034084,0.1597874
13000,Elizabethtown,KY,15010,0.3098778,0.2652791,0.1939214,0.1493228,0.0815989,0.2116788,0.2289808,0.2214112,0.2116788,0.1262503,0.1547677,0.2022005,0.2205379,0.2440098,0.1784841,0.1254753,0.1548565,0.2143104,0.2623574,0.2430003,0.1014604,0.1245196,0.1783244,0.2321291,0.3635665,0.2016656,0.2464357,0.272485,0.1927382,0.0866755,0.1898068,0.2056629,0.2105263,0.2194537,0.1745503
13101,Louisville,KY,82350,0.4152334,0.2658211,0.1667441,0.1002059,0.0519955,0.2747288,0.2440835,0.2126769,0.1641393,0.1043715,0.1888357,0.210692,0.222498,0.2145668,0.1634074,0.1339524,0.1697064,0.211855,0.2416593,0.242827,0.1023548,0.132891,0.1875624,0.243056,0.3341359,0.1828658,0.1913904,0.2005707,0.2183849,0.2067881,0.2168063,0.2021251,0.2008743,0.1958106,0.1843837
13102,Madison,IN,3785,0.354321,0.2444444,0.1617284,0.145679,0.0938272,0.267094,0.2286325,0.1901709,0.1784188,0.1356838,0.191023,0.1962422,0.2014614,0.197286,0.2139875,0.1214689,0.1483051,0.190678,0.240113,0.299435,0.0965147,0.1420912,0.1447721,0.2466488,0.3699732,0.2140026,0.2472919,0.2531044,0.1870542,0.0985469,0.2224571,0.2002642,0.1825628,0.1944518,0.2002642
13103,Bardstown,KY,5564,0.3360882,0.2470156,0.194674,0.1460055,0.0762167,0.2139194,0.210989,0.2205128,0.196337,0.1582418,0.1282411,0.1899089,0.2123336,0.2438683,0.2256482,0.1034181,0.1253287,0.219106,0.2760736,0.2760736,0.1107011,0.1291513,0.1715867,0.195572,0.3929889,0.1957225,0.2453271,0.2564702,0.2050683,0.0974119,0.1831416,0.1870956,0.2083034,0.2149533,0.2065061
13200,Owensboro,KY,14312,0.32989,0.2505831,0.1826058,0.1446185,0.0923026,0.227122,0.2095491,0.2062334,0.2052387,0.1518568,0.1451223,0.1736092,0.1937651,0.2561139,0.2313894,0.1057786,0.1394058,0.1847862,0.272935,0.2970943,0.1019193,0.1158173,0.177366,0.2508273,0.3540702,0.2096842,0.2107323,0.2599916,0.2140162,0.1055757,0.1881638,0.1839016,0.1903997,0.2250559,0.212479
13300,Findlay,OH,20809,0.325062,0.2526882,0.2084367,0.1401985,0.0736146,0.2059638,0.2247071,0.2394036,0.2025559,0.1273695,0.1344895,0.1822644,0.239038,0.2475458,0.1966623,0.1035124,0.1449545,0.2137149,0.2607322,0.277086,0.0785293,0.1116659,0.1838402,0.265547,0.3604176,0.1161997,0.2256235,0.2937191,0.25859,0.1058677,0.1588255,0.1829016,0.2231727,0.2302369,0.2048633
13400,Lima,OH,24369,0.3635317,0.2568138,0.1788868,0.131286,0.0694818,0.2031434,0.208055,0.2165029,0.2094303,0.1628684,0.1164029,0.1553439,0.2244012,0.2545174,0.2493346,0.0822834,0.1216363,0.2000311,0.289314,0.3067351,0.0740502,0.1017386,0.1635544,0.2698004,0.3908564,0.1068981,0.2088719,0.2929542,0.2638188,0.127457,0.1465386,0.1614756,0.2037014,0.2430547,0.2452296
13501,Toledo,OH,69192,0.3978004,0.2809712,0.1599917,0.103756,0.0574808,0.2564103,0.2448249,0.2098986,0.1768464,0.1120198,0.1798202,0.206849,0.2126878,0.2225284,0.1781145,0.1359766,0.1727494,0.2097434,0.2409865,0.2405441,0.1045003,0.1338349,0.176767,0.2476532,0.3372446,0.1392936,0.1696583,0.2203,0.2613597,0.2093884,0.1959475,0.1994161,0.1965834,0.2083189,0.1997341
13502,Defiance,OH,9151,0.3136161,0.2388393,0.2142857,0.1517857,0.0814732,0.199062,0.2292861,0.2318916,0.2152163,0.124544,0.1271028,0.1745794,0.2560748,0.2545794,0.1876636,0.104402,0.1456954,0.2236073,0.260226,0.2660694,0.0868373,0.1106033,0.179159,0.2687386,0.3546618,0.0979128,0.2097039,0.2923178,0.2805158,0.1195498,0.1492733,0.1765927,0.2286089,0.2395367,0.2059884
13600,South Bend,IN,53715,0.3662742,0.3124474,0.1555929,0.1055509,0.0601346,0.2529978,0.2563397,0.2119127,0.1703362,0.1084136,0.1759374,0.2202719,0.2230738,0.2125258,0.1681912,0.1270279,0.1670342,0.2102693,0.2491731,0.2464955,0.1020009,0.1270117,0.1777947,0.2404306,0.3527621,0.1770827,0.1894071,0.2259146,0.2363958,0.1711999,0.2000186,0.2148748,0.1982314,0.1990319,0.1878432
13700,Concord,IN,31334,0.3002124,0.2560774,0.2043899,0.1659193,0.073401,0.2152857,0.2211429,0.2191429,0.2287143,0.1157143,0.1524944,0.1856351,0.2334002,0.2653615,0.1631089,0.1113053,0.1640005,0.2205942,0.2770534,0.2270466,0.0906916,0.1287389,0.1806652,0.2701603,0.329744,0.1352205,0.2233995,0.2706006,0.2374098,0.1333695,0.1684751,0.1903683,0.2162188,0.2471437,0.1777941
13800,Wayne,IN,11168,0.3194675,0.233777,0.2054908,0.1497504,0.0915141,0.2200193,0.2306576,0.2147002,0.2084139,0.1262089,0.1666135,0.1803383,0.216406,0.2550271,0.1816151,0.103065,0.1508926,0.20613,0.2718087,0.2681037,0.0768374,0.1275056,0.1731626,0.2667038,0.3557906,0.1076289,0.1851719,0.2805337,0.2658488,0.1608166,0.1616225,0.1790831,0.2052292,0.241404,0.2126612
13900,Center,IN,15814,0.3639775,0.2692308,0.1782364,0.1224203,0.0661351,0.2432922,0.2494561,0.2179115,0.1754895,0.1138506,0.1692521,0.1850415,0.2116344,0.2448753,0.1891967,0.1491467,0.1738808,0.1924314,0.2488251,0.2357161,0.1164781,0.1412412,0.1724243,0.2522165,0.3176399,0.1348173,0.1744024,0.2282787,0.2556596,0.206842,0.1923612,0.1957127,0.1952068,0.2187935,0.1979259
14000,Muncie,IN,31010,0.3842196,0.2881647,0.1583762,0.1160663,0.0531732,0.2803394,0.2550432,0.1964457,0.1642651,0.1039065,0.1933168,0.2120961,0.2132008,0.2196907,0.1616957,0.1424366,0.1756624,0.2044021,0.2478621,0.2296369,0.1110463,0.1291326,0.1804745,0.2506807,0.3286659,0.1692035,0.2014189,0.2335376,0.2300226,0.1658175,0.2178007,0.2114802,0.193099,0.2026121,0.1750081
14100,Fort Wayne,IN,46592,0.3556945,0.2797044,0.1762365,0.122418,0.0659466,0.2475345,0.2439596,0.2109221,0.1733235,0.1242604,0.1613021,0.1974905,0.2223132,0.2366794,0.1822149,0.1076118,0.16005,0.2095186,0.2650047,0.2578149,0.0872569,0.1149963,0.1751515,0.2653842,0.3572112,0.1132598,0.1741071,0.2360491,0.2746394,0.2019445,0.1686341,0.1879507,0.2020733,0.2262835,0.2150584
14200,Indianapolis,IN,115700,0.3865176,0.2955623,0.1672313,0.1016825,0.0490063,0.2743234,0.2639602,0.2128987,0.1525807,0.096237,0.1953382,0.2121001,0.227469,0.2032316,0.161861,0.1356653,0.1714494,0.2149343,0.2384966,0.2394544,0.1041612,0.1259517,0.1789512,0.2466855,0.3442505,0.1530856,0.1718064,0.1861452,0.225592,0.2633708,0.2007001,0.2019274,0.2001383,0.1983837,0.1988505
14300,Columbus,IN,12672,0.386545,0.232041,0.1721779,0.1345496,0.0746864,0.2618961,0.2132219,0.2190338,0.1979659,0.1078823,0.1755181,0.1875,0.2176166,0.240285,0.1790803,0.1355155,0.1446809,0.1918167,0.2592471,0.2687398,0.0974283,0.1083086,0.1656775,0.2527201,0.3758655,0.1384154,0.2172506,0.2436869,0.2410827,0.1595644,0.2013889,0.1762942,0.1971275,0.2230114,0.202178
14400,Terre Haute,IN,19922,0.3442719,0.2552007,0.1866393,0.1312628,0.0826253,0.2280076,0.2318117,0.2137423,0.1968616,0.1295768,0.161498,0.2040179,0.212795,0.2319095,0.1897796,0.1181838,0.1493434,0.1931894,0.255286,0.2839973,0.0942974,0.1256057,0.16735,0.2351845,0.3775624,0.1713181,0.2111234,0.2573537,0.2255296,0.1346752,0.1880333,0.1957635,0.1979721,0.2129806,0.2052505
14500,Lafayette,IN,25740,0.3287178,0.2542232,0.1836057,0.1426198,0.0908336,0.2308657,0.2237557,0.2126725,0.1875784,0.1451276,0.1662708,0.183848,0.2199525,0.2337292,0.1961995,0.1012716,0.1557675,0.2048138,0.2649107,0.2732365,0.0948938,0.123136,0.1683235,0.2600542,0.3535924,0.1402875,0.1857809,0.245338,0.2566434,0.1719503,0.1721057,0.1834887,0.2007381,0.2249029,0.2187646
14600,Bloomington,IN,19087,0.3363326,0.2469749,0.1799566,0.1495501,0.0871859,0.2385836,0.2156288,0.2112332,0.202442,0.1321123,0.1632432,0.1945946,0.2157838,0.2348108,0.1915676,0.1202326,0.1551163,0.21,0.2502325,0.2644186,0.1033755,0.1311533,0.164557,0.2485935,0.3523207,0.1688584,0.2145439,0.2423115,0.2252842,0.1490019,0.1900246,0.1896055,0.1998219,0.2189972,0.2015508
14700,Evansville,IN,31470,0.371869,0.2473507,0.1647399,0.1368015,0.0792389,0.222485,0.2141168,0.2001092,0.2022922,0.1609969,0.145954,0.1716709,0.1878282,0.2469369,0.2476101,0.0883654,0.1334449,0.1833074,0.2664116,0.3284706,0.0782623,0.0986569,0.1533742,0.2410877,0.4286188,0.1319352,0.1746743,0.2360025,0.2657452,0.1916428,0.1608516,0.164919,0.179123,0.2286622,0.2664442
14801,Olney,IL,4567,0.2666667,0.2120219,0.2142076,0.1901639,0.1169399,0.1855486,0.1855486,0.2221231,0.2247993,0.1819804,0.1354992,0.1561014,0.1901743,0.2567354,0.2614897,0.0842333,0.1220302,0.1609071,0.2699784,0.362851,0.090379,0.0758018,0.1778426,0.2623907,0.393586,0.2003503,0.2454565,0.2763302,0.2027589,0.075104,0.1602803,0.161594,0.1959711,0.2386687,0.2434859
14802,Vincennes,IN,4443,0.3340961,0.2311213,0.1727689,0.1521739,0.1098398,0.2028836,0.2224511,0.1894954,0.2121524,0.1730175,0.1473595,0.1584327,0.1890971,0.2546848,0.2504259,0.0868095,0.1307779,0.1691094,0.2694476,0.3438557,0.0931099,0.1042831,0.1433892,0.1862197,0.4729981,0.1967139,0.218546,0.2642359,0.1996399,0.1208643,0.1775827,0.1746568,0.1764573,0.2198965,0.2514067
14900,Gary,IN,57408,0.3457399,0.2950673,0.1660314,0.1117713,0.0813901,0.2520485,0.2545874,0.1936526,0.1660704,0.1336411,0.1858102,0.2087997,0.1944205,0.2069916,0.203978,0.1536352,0.1714303,0.1834969,0.2251813,0.2662563,0.1091525,0.1247458,0.1587288,0.2357627,0.3716102,0.155379,0.1509372,0.2023063,0.2858312,0.2055463,0.1957044,0.2011566,0.1794349,0.1971328,0.2265712
15000,Canton,OH,56793,0.355553,0.2620907,0.188323,0.1291225,0.0649109,0.2144838,0.2286528,0.2380238,0.2018142,0.1170253,0.1487759,0.1862459,0.2302747,0.2480031,0.1867004,0.1043595,0.1455811,0.2128333,0.2735976,0.2636285,0.0891002,0.1173372,0.1833211,0.2573519,0.3528895,0.1510926,0.2348705,0.2711426,0.222545,0.1203493,0.1783847,0.1903228,0.2162238,0.2260138,0.189055
15100,Lorain,OH,36064,0.3764295,0.2853266,0.1624346,0.1192091,0.0566001,0.2526378,0.2517462,0.2041908,0.1765493,0.1148759,0.1738889,0.2,0.2238889,0.2235555,0.1786667,0.1275829,0.1717707,0.2248596,0.2463707,0.2294161,0.1073358,0.1341697,0.1932392,0.2543997,0.3108555,0.1430512,0.186585,0.2495563,0.2616737,0.1591338,0.194848,0.2039984,0.206799,0.2107365,0.183618
15200,Cleveland,OH,202809,0.389921,0.2970855,0.1659313,0.096203,0.0508593,0.2661082,0.2587113,0.2175773,0.157732,0.0998711,0.1806515,0.2067759,0.2322826,0.2129066,0.1673834,0.1276074,0.1650579,0.2167575,0.2453652,0.245212,0.1017181,0.1232819,0.1779632,0.2500498,0.346987,0.1698544,0.191313,0.2155427,0.2252711,0.1980188,0.2049662,0.20612,0.2039456,0.1971954,0.1877727
15300,Parkersburg,WV,15997,0.3571642,0.2611427,0.1842656,0.1265331,0.0708944,0.2342873,0.223064,0.2025814,0.2059484,0.134119,0.1590426,0.2,0.2125,0.2305851,0.1978723,0.1148863,0.1618198,0.1940685,0.2424417,0.2867838,0.095315,0.1308562,0.1922456,0.2385568,0.3430264,0.2089767,0.2227918,0.2350441,0.2171032,0.1160843,0.200225,0.2016003,0.1980371,0.2068513,0.1932862
15400,Zanesville,OH,16463,0.3942662,0.2418393,0.174851,0.1206358,0.0684076,0.2330332,0.2233692,0.2150231,0.1961344,0.1324401,0.1524446,0.1768911,0.2333948,0.2453874,0.1918819,0.0983333,0.1523333,0.214,0.2746667,0.2606667,0.0875357,0.1170314,0.1826832,0.2511894,0.3615604,0.213995,0.2765596,0.2633785,0.1822268,0.0638401,0.2124765,0.1953471,0.2090141,0.2107757,0.1723866
15500,Steubenville,OH,10019,0.3630893,0.2527583,0.1855567,0.1258776,0.0727182,0.2380473,0.2159034,0.2053347,0.2008052,0.1399094,0.1778188,0.1881701,0.2099815,0.2136784,0.2103512,0.115716,0.1444399,0.205991,0.2601559,0.2736972,0.0736607,0.1171875,0.1774554,0.25,0.3816964,0.1990219,0.1983232,0.269987,0.2432379,0.0894301,0.2022158,0.1895399,0.2003194,0.2082044,0.1997205
15600,Wheeling,WV,14665,0.3345184,0.2336781,0.1735617,0.1328378,0.125404,0.2167769,0.2257968,0.190018,0.1882141,0.1791942,0.1463004,0.1782511,0.2048767,0.2222534,0.2483184,0.1042685,0.131639,0.1769306,0.2492669,0.3378951,0.1019901,0.1262438,0.1685323,0.2363184,0.3669154,0.2109785,0.2267985,0.2433004,0.2092738,0.1096488,0.1883396,0.1852711,0.1850665,0.202864,0.2384589
15700,Scioto,OH,17648,0.4381779,0.2373102,0.1492408,0.1104122,0.064859,0.2875995,0.2248009,0.2045506,0.1711035,0.1119454,0.2164267,0.1829124,0.2010857,0.2246873,0.1748879,0.1576463,0.153241,0.1837634,0.2614852,0.2438641,0.1107492,0.1270358,0.1734528,0.259772,0.3289902,0.2612194,0.2490367,0.2400839,0.1800771,0.069583,0.2741387,0.1983228,0.1833636,0.1905598,0.1536151
15800,Athens,OH,10326,0.397318,0.2417625,0.1681992,0.1180077,0.0747126,0.2886714,0.2122695,0.1990967,0.1806549,0.1193075,0.2030682,0.1897457,0.2107388,0.2091239,0.1873234,0.1571595,0.1635623,0.1705471,0.2561118,0.2526193,0.1435185,0.1493056,0.1736111,0.2268519,0.306713,0.25276,0.2573116,0.2398799,0.1663761,0.0836723,0.2615727,0.2009491,0.1871974,0.188069,0.1622119
15900,Columbus,OH,120627,0.4087013,0.2775306,0.1668656,0.0978084,0.0490941,0.2773505,0.2484174,0.2137911,0.1599184,0.1005226,0.1857262,0.2031711,0.230417,0.2106637,0.170022,0.1298971,0.166252,0.223328,0.2466115,0.2339114,0.0980198,0.1245405,0.1855263,0.2444172,0.3474962,0.1528182,0.1951222,0.219072,0.2232419,0.2097457,0.2068194,0.1986288,0.2064629,0.1986205,0.1894684
16000,Mansfield,OH,26097,0.3779412,0.2531863,0.1769608,0.127451,0.0644608,0.2439063,0.2251443,0.2235407,0.1938743,0.1135343,0.1613217,0.1971401,0.2293489,0.2379564,0.174233,0.1104641,0.150197,0.2132214,0.2657989,0.2603185,0.0861628,0.1204819,0.1854692,0.2709018,0.3369843,0.1563398,0.2389547,0.2760087,0.2237422,0.1049546,0.1956547,0.1940453,0.2115569,0.2198337,0.1789095
16100,State College,PA,20330,0.276467,0.2320024,0.2029643,0.1754386,0.1131276,0.1714981,0.2115512,0.2210666,0.2254924,0.1703917,0.119689,0.1793527,0.2093654,0.2469716,0.2446212,0.0994111,0.1392226,0.2021201,0.2603062,0.2989399,0.0956394,0.1271528,0.1553683,0.2612679,0.3605717,0.1626168,0.2222823,0.272061,0.2088047,0.1342351,0.1492376,0.1796852,0.2021643,0.2352681,0.2336449
16200,Altoona,PA,31261,0.3035654,0.2387097,0.1906621,0.1646859,0.1023769,0.1837503,0.1950498,0.2192629,0.2222222,0.1797148,0.1172182,0.1592821,0.2108805,0.2498037,0.2628155,0.0824901,0.118676,0.1908763,0.2773109,0.3306465,0.0905672,0.1065497,0.1501097,0.2516453,0.4011282,0.1884137,0.2378043,0.2851796,0.1865263,0.1020761,0.158952,0.1697962,0.1991299,0.2325262,0.2395957
16300,Pittsburgh,PA,181126,0.3406645,0.2417273,0.1814799,0.1409796,0.0951487,0.2092739,0.2076145,0.2168196,0.1992548,0.1670372,0.1417896,0.167933,0.2133467,0.2367158,0.2402149,0.1010593,0.1335634,0.1982095,0.2512246,0.3159432,0.0867868,0.1044871,0.1608061,0.2444802,0.4034398,0.1646754,0.1763358,0.2208959,0.2287965,0.2092963,0.1656085,0.1659397,0.1942515,0.2192893,0.2549109
16400,Youngstown,OH,62226,0.3654948,0.2749979,0.1757762,0.1167565,0.0669746,0.2355855,0.2329982,0.2187315,0.184728,0.1279568,0.1576904,0.1930736,0.2218186,0.2315882,0.1958292,0.1154718,0.1575678,0.2066067,0.2571805,0.2631733,0.1014138,0.1133768,0.1734638,0.2570691,0.3546765,0.1878797,0.2174011,0.256613,0.219892,0.1182142,0.1977309,0.1999164,0.2034359,0.2084659,0.1904509
16500,Erie,PA,52574,0.3292327,0.2651168,0.1913052,0.1391785,0.0751668,0.2087418,0.2321252,0.2247504,0.2001979,0.1341847,0.1356379,0.1902007,0.22682,0.2441775,0.2031639,0.1024871,0.1495712,0.2037736,0.2600343,0.2841338,0.0914643,0.1233776,0.1694915,0.2475187,0.3681478,0.1824476,0.2114924,0.2597101,0.2217826,0.1245673,0.1735649,0.1954008,0.2076502,0.2196523,0.2037319
16600,Roanoke,VA,29321,0.3848451,0.2521463,0.1789847,0.1200075,0.0640164,0.2544135,0.23082,0.2212506,0.1809932,0.1125227,0.181202,0.1958126,0.226992,0.2217201,0.1742732,0.1240013,0.1655481,0.2122084,0.2417705,0.2564717,0.1098901,0.1194805,0.1756244,0.2437562,0.3512487,0.1827359,0.2067119,0.2264248,0.2134306,0.1706968,0.2091675,0.1938542,0.205109,0.2027557,0.1891136
16701,Elkins,WV,4279,0.3221003,0.2390282,0.1763323,0.1567398,0.1057994,0.2037798,0.2251438,0.2177486,0.1996713,0.1536565,0.1470889,0.1930541,0.2022472,0.2298263,0.2277835,0.1212654,0.1528998,0.1880492,0.2407733,0.2970123,0.0798319,0.1134454,0.1890756,0.2394958,0.3781513,0.2982005,0.2844122,0.2287918,0.132975,0.0556205,0.2082262,0.2061229,0.1963076,0.2014489,0.1878944
16702,Morgantown,WV,17975,0.342814,0.2426378,0.1736723,0.1359174,0.1049585,0.2078299,0.2232963,0.1940551,0.1993717,0.1754471,0.1568062,0.1734007,0.2034632,0.2113997,0.2549303,0.1169933,0.1456566,0.1711027,0.242761,0.3234864,0.1141233,0.132488,0.1469174,0.2160035,0.3904679,0.2210292,0.2302086,0.2313213,0.1902086,0.1272323,0.196662,0.1897079,0.181363,0.1984979,0.2337691
16703,Buckhannon,WV,3060,0.3058691,0.265237,0.1501129,0.1523702,0.1264108,0.2102066,0.2065614,0.2017011,0.1883354,0.1931956,0.1404494,0.1516854,0.2008427,0.2598315,0.247191,0.1390135,0.1210762,0.1524664,0.2466368,0.3408072,0.0984456,0.119171,0.1709845,0.2227979,0.388601,0.2895425,0.2689542,0.2326797,0.1457516,0.0630719,0.2042484,0.1928105,0.177451,0.2052288,0.2202614
16801,Beckley,WV,12391,0.3616215,0.2362205,0.1697288,0.1259843,0.106445,0.2357238,0.2284197,0.1832669,0.1799469,0.1726428,0.1602427,0.1805853,0.2023555,0.2237687,0.2330478,0.1242115,0.1528384,0.1741873,0.2484231,0.3003396,0.1269549,0.1205152,0.1674333,0.225391,0.3597056,0.2767331,0.2430796,0.2261319,0.1663304,0.087725,0.2254055,0.1977241,0.1809378,0.1902994,0.2056331
